,日期,locationName,當日最高溫度(°C),當日最低溫度(°C),當日平均溫度(°C)
2912,2021-03-03,"HUALIEN,花蓮",21.2,15.9,18.5
2913,2021-03-04,"HUALIEN,花蓮",24.9,16.6,20.7
2914,2021-03-05,"HUALIEN,花蓮",22.5,19.3,20.9
2915,2021-03-06,"HUALIEN,花蓮",26.5,19.6,22.2
2916,2021-03-07,"HUALIEN,花蓮",23.2,20.3,21.5
2917,2021-03-08,"HUALIEN,花蓮",23.5,19.0,20.9
2918,2021-03-09,"HUALIEN,花蓮",23.4,18.9,20.8
2919,2021-03-10,"HUALIEN,花蓮",21.7,18.7,19.8
2920,2021-03-11,"HUALIEN,花蓮",24.8,18.0,21.0
2921,2021-03-12,"HUALIEN,花蓮",26.4,18.7,21.8
2922,2021-03-13,"HUALIEN,花蓮",20.8,18.2,19.7
2923,2021-03-14,"HUALIEN,花蓮",22.0,17.7,19.7
2924,2021-03-15,"HUALIEN,花蓮",25.0,17.7,21.3
2925,2021-03-16,"HUALIEN,花蓮",27.2,18.3,22.8
2926,2021-03-17,"HUALIEN,花蓮",27.5,20.4,23.9
2927,2021-03-18,"HUALIEN,花蓮",28.2,20.8,24.1
2928,2020-03-18,"XINWU,新屋",22.2,16.5,18.9
2929,2020-03-19,"XINWU,新屋",22.1,17.8,19.5
2930,2020-03-20,"XINWU,新屋",23.2,18.0,20.5
2931,2020-03-21,"XINWU,新屋",26.2,18.4,22.0
2932,2020-03-22,"XINWU,新屋",26.8,21.9,24.0
2933,2020-03-23,"XINWU,新屋",22.4,18.1,20.6
2934,2020-03-24,"XINWU,新屋",23.3,18.8,21.1
2935,2020-03-25,"XINWU,新屋",25.4,19.1,21.9
2936,2020-03-26,"XINWU,新屋",28.9,19.8,24.0
2937,2020-03-27,"XINWU,新屋",27.7,21.2,24.1
2938,2020-03-28,"XINWU,新屋",21.9,14.1,17.6
2939,2020-03-29,"XINWU,新屋",20.8,14.1,17.4
2940,2020-03-30,"XINWU,新屋",20.1,17.8,18.6
2941,2020-03-31,"XINWU,新屋",23.2,18.0,20.1
2942,2020-04-01,"XINWU,新屋",18.9,16.7,17.6
2943,2020-04-02,"XINWU,新屋",21.2,16.2,18.4
2944,2020-04-03,"XINWU,新屋",21.9,17.9,19.1
2945,2020-04-04,"XINWU,新屋",18.7,17.0,17.8
2946,2020-04-05,"XINWU,新屋",20.1,15.7,17.5
2947,2020-04-06,"XINWU,新屋",20.9,16.1,18.0
2948,2020-04-07,"XINWU,新屋",18.1,15.4,16.6
2949,2020-04-08,"XINWU,新屋",20.5,16.3,18.9
2950,2020-04-09,"XINWU,新屋",23.7,18.5,20.0
2951,2020-04-10,"XINWU,新屋",26.8,18.6,22.1
2952,2020-04-11,"XINWU,新屋",21.0,16.8,19.1
2953,2020-04-12,"XINWU,新屋",18.3,12.1,15.3
2954,2020-04-13,"XINWU,新屋",21.3,9.4,16.0
2955,2020-04-14,"XINWU,新屋",24.8,14.4,19.7
2956,2020-04-15,"XINWU,新屋",23.1,17.1,19.8
2957,2020-04-16,"XINWU,新屋",24.5,14.6,20.2
2958,2020-04-17,"XINWU,新屋",25.9,16.5,21.9
2959,2020-04-18,"XINWU,新屋",27.0,19.5,23.6
2960,2020-04-19,"XINWU,新屋",26.2,22.2,24.2
2961,2020-04-20,"XINWU,新屋",27.6,22.2,24.4
2962,2020-04-21,"XINWU,新屋",24.3,18.7,21.2
2963,2020-04-22,"XINWU,新屋",20.2,17.2,18.4
2964,2020-04-23,"XINWU,新屋",20.9,15.4,18.0
2965,2020-04-24,"XINWU,新屋",19.4,15.6,17.5
2966,2020-04-25,"XINWU,新屋",24.1,15.8,20.1
2967,2020-04-26,"XINWU,新屋",24.1,19.0,21.3
2968,2020-04-27,"XINWU,新屋",26.4,20.3,22.8
2969,2020-04-28,"XINWU,新屋",27.2,20.7,23.6
2970,2020-04-29,"XINWU,新屋",27.7,19.5,23.7
2971,2020-04-30,"XINWU,新屋",27.2,19.1,23.0
2972,2020-05-01,"XINWU,新屋",28.8,19.5,23.8
2973,2020-05-02,"XINWU,新屋",28.6,22.4,25.2
2974,2020-05-03,"XINWU,新屋",28.9,23.2,26.1
2975,2020-05-04,"XINWU,新屋",29.8,25.2,27.0
2976,2020-05-05,"XINWU,新屋",31.1,24.6,27.5
2977,2020-05-06,"XINWU,新屋",30.2,23.4,26.7
2978,2020-05-07,"XINWU,新屋",28.3,22.7,25.2
2979,2020-05-08,"XINWU,新屋",30.0,23.8,27.3
2980,2020-05-09,"XINWU,新屋",30.6,26.1,28.0
2981,2020-05-10,"XINWU,新屋",31.5,25.2,27.5
2982,2020-05-11,"XINWU,新屋",27.2,23.7,24.8
2983,2020-05-12,"XINWU,新屋",24.8,22.0,23.4
2984,2020-05-13,"XINWU,新屋",28.4,22.6,25.3
2985,2020-05-14,"XINWU,新屋",29.8,22.8,26.2
2986,2020-05-15,"XINWU,新屋",30.2,24.5,27.5
2987,2020-05-16,"XINWU,新屋",31.4,23.8,27.3
2988,2020-05-17,"XINWU,新屋",31.6,23.9,28.1
2989,2020-05-18,"XINWU,新屋",27.8,22.8,26.0
2990,2020-05-19,"XINWU,新屋",27.1,21.1,23.3
2991,2020-05-20,"XINWU,新屋",30.6,21.2,24.6
2992,2020-05-21,"XINWU,新屋",27.2,22.6,24.6
2993,2020-05-22,"XINWU,新屋",24.6,22.6,23.3
2994,2020-05-23,"XINWU,新屋",26.1,22.5,23.8
2995,2020-05-24,"XINWU,新屋",28.3,23.3,25.4
2996,2020-05-25,"XINWU,新屋",29.7,22.9,25.9
2997,2020-05-26,"XINWU,新屋",29.4,24.2,27.1
2998,2020-05-27,"XINWU,新屋",27.8,22.6,24.1
2999,2020-05-28,"XINWU,新屋",27.3,21.6,23.7
3000,2020-05-29,"XINWU,新屋",29.2,22.5,26.2
3001,2020-05-30,"XINWU,新屋",29.9,24.5,27.6
3002,2020-05-31,"XINWU,新屋",29.7,27.2,28.2
3003,2020-06-01,"XINWU,新屋",30.1,26.4,27.8
3004,2020-06-02,"XINWU,新屋",29.8,24.6,27.4
3005,2020-06-03,"XINWU,新屋",30.6,25.4,28.3
3006,2020-06-04,"XINWU,新屋",30.7,27.3,28.7
3007,2020-06-05,"XINWU,新屋",30.4,26.7,28.6
3008,2020-06-06,"XINWU,新屋",30.7,27.4,28.9
3009,2020-06-07,"XINWU,新屋",29.4,24.3,26.3
3010,2020-06-08,"XINWU,新屋",27.2,23.8,25.1
3011,2020-06-09,"XINWU,新屋",29.1,24.2,26.4
3012,2020-06-10,"XINWU,新屋",30.7,24.5,27.8
3013,2020-06-11,"XINWU,新屋",29.1,26.2,27.8
3014,2020-06-12,"XINWU,新屋",31.5,26.1,28.7
3015,2020-06-13,"XINWU,新屋",32.1,26.0,29.1
3016,2020-06-14,"XINWU,新屋",32.0,26.2,28.8
3017,2020-06-15,"XINWU,新屋",31.2,25.8,28.7
3018,2020-06-16,"XINWU,新屋",30.9,26.6,28.9
3019,2020-06-17,"XINWU,新屋",31.4,26.8,29.3
3020,2020-06-18,"XINWU,新屋",31.5,27.5,29.4
3021,2020-06-19,"XINWU,新屋",31.3,26.7,29.2
3022,2020-06-20,"XINWU,新屋",31.4,26.3,29.2
3023,2020-06-21,"XINWU,新屋",31.3,26.6,29.5
3024,2020-06-22,"XINWU,新屋",31.4,28.4,29.9
3025,2020-06-23,"XINWU,新屋",32.0,26.6,29.8
3026,2020-06-24,"XINWU,新屋",31.8,27.6,29.5
3027,2020-06-25,"XINWU,新屋",31.9,27.8,29.8
3028,2020-06-26,"XINWU,新屋",32.4,27.3,29.8
3029,2020-06-27,"XINWU,新屋",31.8,26.2,29.3
3030,2020-06-28,"XINWU,新屋",31.9,27.3,29.5
3031,2020-06-29,"XINWU,新屋",32.2,27.2,29.8
3032,2020-06-30,"XINWU,新屋",32.1,28.7,30.0
3033,2020-07-01,"XINWU,新屋",32.5,26.8,29.5
3034,2020-07-02,"XINWU,新屋",32.5,26.3,29.1
3035,2020-07-03,"XINWU,新屋",32.1,26.6,29.4
3036,2020-07-04,"XINWU,新屋",32.4,27.6,29.6
3037,2020-07-05,"XINWU,新屋",32.5,27.2,29.6
3038,2020-07-06,"XINWU,新屋",32.1,27.5,29.8
3039,2020-07-07,"XINWU,新屋",32.2,28.6,30.0
3040,2020-07-08,"XINWU,新屋",31.9,28.2,29.8
3041,2020-07-09,"XINWU,新屋",31.5,29.0,30.1
3042,2020-07-10,"XINWU,新屋",32.8,27.9,30.1
3043,2020-07-11,"XINWU,新屋",32.7,26.1,29.4
3044,2020-07-12,"XINWU,新屋",32.7,27.1,29.8
3045,2020-07-13,"XINWU,新屋",33.8,27.3,30.3
3046,2020-07-14,"XINWU,新屋",33.9,27.1,30.0
3047,2020-07-15,"XINWU,新屋",33.1,27.6,30.0
3048,2020-07-16,"XINWU,新屋",33.1,27.7,30.2
3049,2020-07-17,"XINWU,新屋",32.8,28.3,30.4
3050,2020-07-18,"XINWU,新屋",33.1,28.7,30.5
3051,2020-07-19,"XINWU,新屋",33.8,28.2,30.3
3052,2020-07-20,"XINWU,新屋",32.9,27.0,29.6
3053,2020-07-21,"XINWU,新屋",33.4,25.9,30.0
3054,2020-07-22,"XINWU,新屋",33.8,26.8,30.2
3055,2020-07-23,"XINWU,新屋",33.0,27.4,30.0
3056,2020-07-24,"XINWU,新屋",33.6,27.2,30.4
3057,2020-07-25,"XINWU,新屋",32.6,28.3,30.0
3058,2020-07-26,"XINWU,新屋",33.0,27.0,30.3
3059,2020-07-27,"XINWU,新屋",33.4,27.3,29.7
3060,2020-07-28,"XINWU,新屋",33.6,27.0,29.3
3061,2020-07-29,"XINWU,新屋",34.0,27.1,30.2
3062,2020-07-30,"XINWU,新屋",33.5,28.0,30.4
3063,2020-07-31,"XINWU,新屋",36.2,28.2,31.0
3064,2020-08-01,"XINWU,新屋",34.7,27.7,30.6
3065,2020-08-02,"XINWU,新屋",33.7,27.2,30.0
3066,2020-08-03,"XINWU,新屋",28.5,25.3,27.2
3067,2020-08-04,"XINWU,新屋",31.8,26.5,28.8
3068,2020-08-05,"XINWU,新屋",33.2,26.1,29.0
3069,2020-08-06,"XINWU,新屋",34.4,26.3,30.5
3070,2020-08-07,"XINWU,新屋",32.9,27.2,30.1
3071,2020-08-08,"XINWU,新屋",32.3,27.4,29.5
3072,2020-08-09,"XINWU,新屋",32.6,27.6,29.7
3073,2020-08-10,"XINWU,新屋",33.0,26.5,29.2
3074,2020-08-11,"XINWU,新屋",32.1,25.0,27.4
3075,2020-08-12,"XINWU,新屋",32.3,24.8,28.5
3076,2020-08-13,"XINWU,新屋",31.8,26.2,29.1
3077,2020-08-14,"XINWU,新屋",31.7,26.2,28.7
3078,2020-08-15,"XINWU,新屋",31.6,26.2,28.1
3079,2020-08-16,"XINWU,新屋",31.3,25.5,28.0
3080,2020-08-17,"XINWU,新屋",33.2,24.9,28.9
3081,2020-08-18,"XINWU,新屋",32.5,25.6,29.1
3082,2020-08-19,"XINWU,新屋",35.2,27.2,30.3
3083,2020-08-20,"XINWU,新屋",35.7,27.0,30.3
3084,2020-08-21,"XINWU,新屋",35.5,26.9,30.9
3085,2020-08-22,"XINWU,新屋",31.6,25.6,28.1
3086,2020-08-23,"XINWU,新屋",31.0,25.3,28.6
3087,2020-08-24,"XINWU,新屋",31.4,28.0,29.4
3088,2020-08-25,"XINWU,新屋",32.8,28.1,30.0
3089,2020-08-26,"XINWU,新屋",32.7,28.5,30.2
3090,2020-08-27,"XINWU,新屋",33.2,26.3,28.9
3091,2020-08-28,"XINWU,新屋",32.3,26.2,29.0
3092,2020-08-29,"XINWU,新屋",32.3,26.6,29.0
3093,2020-08-30,"XINWU,新屋",32.2,27.2,29.3
3094,2020-08-31,"XINWU,新屋",31.4,24.7,28.0
3095,2020-09-01,"XINWU,新屋",31.0,27.3,28.8
3096,2020-09-02,"XINWU,新屋",32.1,27.9,29.7
3097,2020-09-03,"XINWU,新屋",31.1,24.9,27.8
3098,2020-09-04,"XINWU,新屋",30.6,25.4,27.8
3099,2020-09-05,"XINWU,新屋",30.2,24.3,27.0
3100,2020-09-06,"XINWU,新屋",29.8,23.1,26.2
3101,2020-09-07,"XINWU,新屋",31.5,21.0,27.1
3102,2020-09-08,"XINWU,新屋",31.6,25.6,28.3
3103,2020-09-09,"XINWU,新屋",32.1,25.3,28.2
3104,2020-09-10,"XINWU,新屋",31.9,26.0,27.9
3105,2020-09-11,"XINWU,新屋",31.5,26.1,28.5
3106,2020-09-12,"XINWU,新屋",31.5,26.2,27.7
3107,2020-09-13,"XINWU,新屋",31.6,26.3,27.9
3108,2020-09-14,"XINWU,新屋",30.7,25.9,27.8
3109,2020-09-15,"XINWU,新屋",31.5,26.1,28.2
3110,2020-09-16,"XINWU,新屋",32.0,25.6,28.5
3111,2020-09-17,"XINWU,新屋",32.3,25.4,28.5
3112,2020-09-18,"XINWU,新屋",33.0,25.0,28.7
3113,2020-09-19,"XINWU,新屋",32.2,27.0,28.7
3114,2020-09-20,"XINWU,新屋",32.3,23.9,27.1
3115,2020-09-21,"XINWU,新屋",30.2,24.4,26.7
3116,2020-09-22,"XINWU,新屋",30.2,23.6,26.2
3117,2020-09-23,"XINWU,新屋",30.3,23.0,26.4
3118,2020-09-24,"XINWU,新屋",26.3,22.1,24.2
3119,2020-09-25,"XINWU,新屋",28.0,21.2,24.0
3120,2020-09-26,"XINWU,新屋",26.0,21.9,23.8
3121,2020-09-27,"XINWU,新屋",22.3,20.4,21.3
3122,2020-09-28,"XINWU,新屋",23.2,21.4,22.1
3123,2020-09-29,"XINWU,新屋",27.6,22.1,24.2
3124,2020-09-30,"XINWU,新屋",22.7,20.3,21.5
3125,2020-10-01,"XINWU,新屋",28.1,21.4,24.7
3126,2020-10-02,"XINWU,新屋",29.1,23.8,26.0
3127,2020-10-03,"XINWU,新屋",31.6,22.4,26.7
3128,2020-10-04,"XINWU,新屋",30.9,22.9,26.9
3129,2020-10-05,"XINWU,新屋",26.3,23.1,24.3
3130,2020-10-06,"XINWU,新屋",26.3,22.6,24.0
3131,2020-10-07,"XINWU,新屋",26.4,22.2,23.9
3132,2020-10-08,"XINWU,新屋",26.8,21.1,23.3
3133,2020-10-09,"XINWU,新屋",26.4,21.3,23.4
3134,2020-10-10,"XINWU,新屋",25.1,22.8,24.0
3135,2020-10-11,"XINWU,新屋",27.8,24.0,25.5
3136,2020-10-12,"XINWU,新屋",27.1,24.0,25.1
3137,2020-10-13,"XINWU,新屋",27.0,23.1,24.8
3138,2020-10-14,"XINWU,新屋",27.0,23.9,25.0
3139,2020-10-15,"XINWU,新屋",27.9,23.7,25.2
3140,2020-10-16,"XINWU,新屋",28.4,23.5,25.4
3141,2020-10-17,"XINWU,新屋",24.4,21.5,23.1
3142,2020-10-18,"XINWU,新屋",24.7,21.0,22.7
3143,2020-10-19,"XINWU,新屋",25.5,20.9,23.0
3144,2020-10-20,"XINWU,新屋",25.7,22.8,23.7
3145,2020-10-21,"XINWU,新屋",27.5,22.3,24.4
3146,2020-10-22,"XINWU,新屋",22.3,19.0,20.7
3147,2020-10-23,"XINWU,新屋",21.2,19.3,20.6
3148,2020-10-24,"XINWU,新屋",24.1,20.7,21.9
3149,2020-10-25,"XINWU,新屋",27.1,21.5,23.5
3150,2020-10-26,"XINWU,新屋",27.7,22.6,24.6
3151,2020-10-27,"XINWU,新屋",28.6,22.9,25.4
3152,2020-10-28,"XINWU,新屋",27.5,23.7,24.8
3153,2020-10-29,"XINWU,新屋",25.7,22.7,23.5
3154,2020-10-30,"XINWU,新屋",24.3,20.4,22.3
3155,2020-10-31,"XINWU,新屋",25.2,19.7,22.3
3156,2020-11-01,"XINWU,新屋",28.9,22.0,24.5
3157,2020-11-02,"XINWU,新屋",26.5,21.1,23.7
3158,2020-11-03,"XINWU,新屋",22.9,18.8,20.9
3159,2020-11-04,"XINWU,新屋",23.8,19.4,21.2
3160,2020-11-05,"XINWU,新屋",24.9,20.1,22.5
3161,2020-11-06,"XINWU,新屋",30.9,22.3,26.2
3162,2020-11-07,"XINWU,新屋",28.1,19.6,23.6
3163,2020-11-08,"XINWU,新屋",21.0,18.2,19.7
3164,2020-11-09,"XINWU,新屋",23.1,20.1,20.9
3165,2020-11-10,"XINWU,新屋",22.5,18.5,20.5
3166,2020-11-11,"XINWU,新屋",23.7,20.2,21.6
3167,2020-11-12,"XINWU,新屋",24.8,21.0,22.6
3168,2020-11-13,"XINWU,新屋",22.4,20.7,21.5
3169,2020-11-14,"XINWU,新屋",24.6,20.5,22.2
3170,2020-11-15,"XINWU,新屋",28.6,22.0,24.1
3171,2020-11-16,"XINWU,新屋",28.5,21.8,24.4
3172,2020-11-17,"XINWU,新屋",28.3,20.7,24.4
3173,2020-11-18,"XINWU,新屋",26.3,20.3,22.6
3174,2020-11-19,"XINWU,新屋",29.0,19.9,23.9
3175,2020-11-20,"XINWU,新屋",28.6,21.8,23.8
3176,2020-11-21,"XINWU,新屋",27.8,21.9,24.3
3177,2020-11-22,"XINWU,新屋",25.6,20.3,22.5
3178,2020-11-23,"XINWU,新屋",24.4,19.9,21.6
3179,2020-11-24,"XINWU,新屋",25.2,20.9,22.5
3180,2020-11-25,"XINWU,新屋",26.5,21.3,23.2
3181,2020-11-26,"XINWU,新屋",28.7,19.6,23.7
3182,2020-11-27,"XINWU,新屋",23.4,19.9,20.9
3183,2020-11-28,"XINWU,新屋",20.9,18.0,19.4
3184,2020-11-29,"XINWU,新屋",21.6,17.4,18.9
3185,2020-11-30,"XINWU,新屋",21.6,17.9,19.2
3186,2020-12-01,"XINWU,新屋",20.2,17.8,18.8
3187,2020-12-02,"XINWU,新屋",21.7,17.8,19.2
3188,2020-12-03,"XINWU,新屋",18.6,14.9,16.6
3189,2020-12-04,"XINWU,新屋",17.6,15.3,16.3
3190,2020-12-05,"XINWU,新屋",20.9,16.4,17.8
3191,2020-12-06,"XINWU,新屋",20.3,17.7,18.9
3192,2020-12-07,"XINWU,新屋",20.4,18.0,19.0
3193,2020-12-08,"XINWU,新屋",18.5,16.8,17.7
3194,2020-12-09,"XINWU,新屋",21.2,17.0,18.8
3195,2020-12-10,"XINWU,新屋",20.8,19.3,19.9
3196,2020-12-11,"XINWU,新屋",21.0,18.8,19.6
3197,2020-12-12,"XINWU,新屋",20.2,17.6,19.1
3198,2020-12-13,"XINWU,新屋",21.9,16.4,18.9
3199,2020-12-14,"XINWU,新屋",19.8,14.6,16.5
3200,2020-12-15,"XINWU,新屋",16.3,13.8,15.1
3201,2020-12-16,"XINWU,新屋",16.5,14.6,15.5
3202,2020-12-17,"XINWU,新屋",19.7,15.0,17.0
3203,2020-12-18,"XINWU,新屋",19.8,16.0,17.7
3204,2020-12-19,"XINWU,新屋",17.4,13.7,15.2
3205,2020-12-20,"XINWU,新屋",18.2,15.4,16.2
3206,2020-12-21,"XINWU,新屋",17.4,14.3,16.0
3207,2020-12-22,"XINWU,新屋",21.7,16.1,18.5
3208,2020-12-23,"XINWU,新屋",19.7,17.1,18.4
3209,2020-12-24,"XINWU,新屋",18.1,16.5,17.4
3210,2020-12-25,"XINWU,新屋",19.5,15.7,17.4
3211,2020-12-26,"XINWU,新屋",22.7,16.0,19.2
3212,2020-12-27,"XINWU,新屋",20.4,17.8,18.8
3213,2020-12-28,"XINWU,新屋",22.2,18.3,19.9
3214,2020-12-29,"XINWU,新屋",21.3,18.2,19.2
3215,2020-12-30,"XINWU,新屋",19.4,9.4,11.0
3216,2020-12-31,"XINWU,新屋",10.7,6.9,9.0
3217,2021-01-01,"XINWU,新屋",15.4,10.3,13.1
3218,2021-01-02,"XINWU,新屋",17.2,12.8,14.4
3219,2021-01-03,"XINWU,新屋",20.5,14.0,17.2
3220,2021-01-04,"XINWU,新屋",17.6,15.6,16.6
3221,2021-01-05,"XINWU,新屋",16.8,14.0,15.6
3222,2021-01-06,"XINWU,新屋",15.7,13.4,14.3
3223,2021-01-07,"XINWU,新屋",13.8,8.5,11.1
3224,2021-01-08,"XINWU,新屋",8.2,6.3,7.4
3225,2021-01-09,"XINWU,新屋",10.1,7.5,8.4
3226,2021-01-10,"XINWU,新屋",16.0,8.7,12.2
3227,2021-01-11,"XINWU,新屋",12.4,8.7,10.7
3228,2021-01-12,"XINWU,新屋",12.9,8.0,9.7
3229,2021-01-13,"XINWU,新屋",17.6,6.8,12.1
3230,2021-01-14,"XINWU,新屋",19.6,7.5,13.5
3231,2021-01-15,"XINWU,新屋",19.3,8.2,13.9
3232,2021-01-16,"XINWU,新屋",21.1,13.1,16.5
3233,2021-01-17,"XINWU,新屋",15.0,12.3,13.3
3234,2021-01-18,"XINWU,新屋",16.0,11.6,13.7
3235,2021-01-19,"XINWU,新屋",21.1,13.3,16.6
3236,2021-01-20,"XINWU,新屋",26.2,11.9,18.9
3237,2021-01-21,"XINWU,新屋",22.0,14.7,18.2
3238,2021-01-22,"XINWU,新屋",24.6,17.7,19.5
3239,2021-01-23,"XINWU,新屋",19.6,16.7,17.5
3240,2021-01-24,"XINWU,新屋",19.1,15.6,16.8
3241,2021-01-25,"XINWU,新屋",17.5,14.4,16.1
3242,2021-01-26,"XINWU,新屋",20.2,14.3,16.8
3243,2021-01-27,"XINWU,新屋",19.2,16.2,17.1
3244,2021-01-28,"XINWU,新屋",17.3,13.3,14.9
3245,2021-01-29,"XINWU,新屋",17.0,13.4,14.7
3246,2021-01-30,"XINWU,新屋",23.5,13.1,17.3
3247,2021-01-31,"XINWU,新屋",18.6,10.2,14.8
3248,2021-02-01,"XINWU,新屋",17.9,11.3,13.6
3249,2021-02-02,"XINWU,新屋",20.6,10.5,15.7
3250,2021-02-03,"XINWU,新屋",24.4,14.3,17.9
3251,2021-02-04,"XINWU,新屋",23.9,13.0,18.4
3252,2021-02-05,"XINWU,新屋",22.5,14.2,17.1
3253,2021-02-06,"XINWU,新屋",19.7,12.8,15.7
3254,2021-02-07,"XINWU,新屋",21.0,14.0,17.3
3255,2021-02-08,"XINWU,新屋",21.1,16.1,18.4
3256,2021-02-09,"XINWU,新屋",20.6,15.5,17.5
3257,2021-02-10,"XINWU,新屋",22.7,14.8,18.4
3258,2021-02-11,"XINWU,新屋",21.4,14.7,16.9
3259,2021-02-12,"XINWU,新屋",19.5,15.9,17.7
3260,2021-02-13,"XINWU,新屋",19.1,17.0,17.7
3261,2021-02-14,"XINWU,新屋",19.5,13.9,17.0
3262,2021-02-15,"XINWU,新屋",21.1,13.4,17.4
3263,2021-02-16,"XINWU,新屋",22.5,16.6,18.5
3264,2021-02-17,"XINWU,新屋",18.3,12.6,15.2
3265,2021-02-18,"XINWU,新屋",16.3,11.6,13.6
3266,2021-02-19,"XINWU,新屋",18.2,11.5,14.3
3267,2021-02-20,"XINWU,新屋",19.1,9.5,14.0
3268,2021-02-21,"XINWU,新屋",20.3,10.6,15.5
3269,2021-02-22,"XINWU,新屋",23.7,12.1,18.3
3270,2021-02-23,"XINWU,新屋",20.9,13.7,17.6
3271,2021-02-24,"XINWU,新屋",21.2,15.9,18.4
3272,2021-02-25,"XINWU,新屋",20.5,15.5,17.4
3273,2021-02-26,"XINWU,新屋",21.3,15.0,16.5
3274,2021-02-27,"XINWU,新屋",15.5,14.3,14.9
3275,2021-02-28,"XINWU,新屋",17.5,14.9,15.7
3276,2021-03-01,"XINWU,新屋",24.1,15.1,19.4
3277,2021-03-02,"XINWU,新屋",19.2,12.6,14.5
3278,2021-03-03,"XINWU,新屋",18.4,14.7,16.5
3279,2021-03-04,"XINWU,新屋",19.7,14.0,15.6
3280,2021-03-05,"XINWU,新屋",23.6,15.5,18.7
3281,2021-03-06,"XINWU,新屋",17.4,13.9,16.1
3282,2021-03-07,"XINWU,新屋",15.8,14.3,15.2
3283,2021-03-08,"XINWU,新屋",18.0,15.2,16.7
3284,2021-03-09,"XINWU,新屋",19.5,15.8,17.1
3285,2021-03-10,"XINWU,新屋",20.8,17.0,18.4
3286,2021-03-11,"XINWU,新屋",19.5,15.7,17.2
3287,2021-03-12,"XINWU,新屋",21.8,15.5,18.1
3288,2021-03-13,"XINWU,新屋",19.8,16.3,17.7
3289,2021-03-14,"XINWU,新屋",21.4,16.5,18.6
3290,2021-03-15,"XINWU,新屋",22.1,14.7,18.0
3291,2021-03-16,"XINWU,新屋",25.8,15.7,20.8
3292,2021-03-17,"XINWU,新屋",19.5,17.0,17.8
3293,2021-03-18,"XINWU,新屋",18.0,16.5,17.2
3294,2020-03-18,"SU-AO,蘇澳",24.6,18.1,21.0
3295,2020-03-19,"SU-AO,蘇澳",24.2,19.0,21.4
3296,2020-03-20,"SU-AO,蘇澳",21.9,19.2,20.3
3297,2020-03-21,"SU-AO,蘇澳",26.8,18.8,22.8
3298,2020-03-22,"SU-AO,蘇澳",27.3,20.5,24.0
3299,2020-03-23,"SU-AO,蘇澳",22.8,19.1,20.8
3300,2020-03-24,"SU-AO,蘇澳",23.0,18.9,20.9
3301,2020-03-25,"SU-AO,蘇澳",25.7,20.2,22.8
3302,2020-03-26,"SU-AO,蘇澳",28.7,21.4,24.7
3303,2020-03-27,"SU-AO,蘇澳",28.1,20.9,23.9
3304,2020-03-28,"SU-AO,蘇澳",26.1,15.6,19.1
3305,2020-03-29,"SU-AO,蘇澳",19.4,14.6,17.2
3306,2020-03-30,"SU-AO,蘇澳",25.0,17.7,21.0
3307,2020-03-31,"SU-AO,蘇澳",23.1,19.6,21.1
3308,2020-04-01,"SU-AO,蘇澳",22.0,15.9,18.8
3309,2020-04-02,"SU-AO,蘇澳",21.8,16.6,18.7
3310,2020-04-03,"SU-AO,蘇澳",24.0,18.6,20.3
3311,2020-04-04,"SU-AO,蘇澳",21.0,17.1,18.7
3312,2020-04-05,"SU-AO,蘇澳",18.9,15.4,17.5
3313,2020-04-06,"SU-AO,蘇澳",19.3,15.8,17.4
3314,2020-04-07,"SU-AO,蘇澳",19.1,17.3,18.2
3315,2020-04-08,"SU-AO,蘇澳",21.8,17.3,19.8
3316,2020-04-09,"SU-AO,蘇澳",21.9,18.5,20.5
3317,2020-04-10,"SU-AO,蘇澳",24.8,17.0,20.7
3318,2020-04-11,"SU-AO,蘇澳",24.8,19.1,21.6
3319,2020-04-12,"SU-AO,蘇澳",20.2,14.6,16.7
3320,2020-04-13,"SU-AO,蘇澳",22.1,11.9,17.8
3321,2020-04-14,"SU-AO,蘇澳",21.8,14.2,18.1
3322,2020-04-15,"SU-AO,蘇澳",23.6,16.5,19.9
3323,2020-04-16,"SU-AO,蘇澳",25.6,16.7,22.0
3324,2020-04-17,"SU-AO,蘇澳",27.7,17.7,23.5
3325,2020-04-18,"SU-AO,蘇澳",27.7,20.4,24.2
3326,2020-04-19,"SU-AO,蘇澳",30.7,22.5,25.6
3327,2020-04-20,"SU-AO,蘇澳",25.0,21.5,22.7
3328,2020-04-21,"SU-AO,蘇澳",27.2,20.5,22.4
3329,2020-04-22,"SU-AO,蘇澳",20.7,17.8,18.9
3330,2020-04-23,"SU-AO,蘇澳",19.0,16.2,17.7
3331,2020-04-24,"SU-AO,蘇澳",17.3,15.4,16.2
3332,2020-04-25,"SU-AO,蘇澳",21.9,16.1,19.2
3333,2020-04-26,"SU-AO,蘇澳",24.6,19.3,21.0
3334,2020-04-27,"SU-AO,蘇澳",24.6,18.8,21.4
3335,2020-04-28,"SU-AO,蘇澳",26.5,18.8,21.9
3336,2020-04-29,"SU-AO,蘇澳",26.2,19.6,23.4
3337,2020-04-30,"SU-AO,蘇澳",27.2,19.3,23.8
3338,2020-05-01,"SU-AO,蘇澳",28.0,21.7,25.1
3339,2020-05-02,"SU-AO,蘇澳",28.7,23.3,25.7
3340,2020-05-03,"SU-AO,蘇澳",30.5,23.3,26.5
3341,2020-05-04,"SU-AO,蘇澳",29.5,23.8,26.5
